,start,end,nsnps,nsamplecov,tree
165,3300000,3400000,16.0,27.0,"(CH:1e-06,reference:1e-06,(((FLCK216:1e-06,BJSB3:0.00359769)100:6.42944e-06,((CRL0030:1e-06,TXGR3:1e-06)100:0.00456772,(FLSA185:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,(CUCA4:1e-06,(FLWO6:0.00559521,FLSF54:0.00178486)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(SCCU3:1e-06,((BJSL25:0.00293687,BJVL19:1e-06)100:0.00529671,(LALC2:1e-06,(TXMD3:1e-06,(FLMO62:1e-06,(FLSF33:1e-06,(DO:1e-06,(AR:1e-06,(EN:0.00451512,(MXSA3017:0.011995,(MXED8:1e-06,(DU:1e-06,(MXGT4:1e-06,FLBA140:0.00521518)100:1e-06)100:1e-06)100:2.20024e-05)100:0.00493505)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00144456)100:1e-06)100:0.00156218)100:0.0288062);"
166,3320000,3420000,11.0,28.0,"(CH:1e-06,reference:0.00431942,((NI:0.0110385,HE:1e-06)100:0.0332678,(DU:0.00191551,((EN:0.00284954,DO:1e-06)100:0.00566853,(SCCU3:1e-06,(TXMD3:1e-06,(FLMO62:1e-06,((FLWO6:0.00247459,AR:1e-06)100:0.00316732,((MXSA3017:0.0116765,(BJVL19:1e-06,BJSL25:1e-06)100:7.7288e-05)100:0.00823002,(FLSA185:1e-06,((FLCK216:1e-06,BJSB3:0.00538689)100:1e-06,((CUVN10:1e-06,(CRL0001:1e-06,(CUCA4:1e-06,FLSF54:0.00265689)100:1e-06)100:1e-06)100:1e-06,(FLSF33:1e-06,(TXGR3:0.00300991,(CRL0030:1e-06,(LALC2:1e-06,(FLBA140:0.00542916,MXGT4:1e-06)100:1e-06)100:0.00782378)100:1e-06)100:1e-06)100:0.00247341)100:1e-06)100:1e-06)100:0.0035131)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000325133)100:1e-06)100:0.00960968)100:0.000782888);"
167,3340000,3440000,15.0,30.0,"(CH:1e-06,reference:1e-06,((NI:0.0112184,HE:1e-06)100:0.033647,(DO:0.00391662,(TXMD3:1e-06,(DU:1e-06,((SCCU3:1e-06,(AR:1e-06,(MXSA3017:0.00507855,FLWO6:1e-06)100:0.0017548)100:1e-06)100:0.00281684,((FLCK216:1e-06,(FLMO62:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.007615)100:1e-06,(FLAB109:1e-06,((CRL0030:1e-06,(FLBA140:0.00550266,MXGT4:1e-06)100:0.00617689)100:0.00204141,(FLSF47:1e-06,(CUCA4:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(FLSF54:1e-06,((BJSB3:0.0105638,(TXGR3:1e-06,FLSA185:1e-06)100:1e-06)100:0.00432904,(FLSF33:1e-06,(EN:1e-06,LALC2:1e-06)100:0.0123001)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00248506)100:0.000104647)100:0.00227167)100:1e-06)100:1e-06)100:0.00600268)100:0.00073021)100:0.016944)100:0.000641373);"
168,3360000,3460000,15.0,30.0,"(DO:0.00391063,reference:0.0164401,(TXMD3:1e-06,(CH:1e-06,((NI:0.00966318,HE:1e-06)100:0.0289109,(DU:1e-06,((FLCK216:1e-06,((FLMO62:1e-06,EN:0.00332615)100:0.00713692,(AR:1e-06,(MXSA3017:0.00574623,FLWO6:1e-06)100:0.00106431)100:1e-06)100:0.00349326)100:1e-06,((BJVL19:1e-06,BJSL25:1e-06)100:0.00653585,(FLAB109:1e-06,(FLSF47:1e-06,((CRL0030:1e-06,(LALC2:1e-06,(FLBA140:0.00543415,MXGT4:1e-06)100:1e-06)100:0.00667113)100:0.00220751,(CUVN10:1e-06,(CRL0001:1e-06,(SCCU3:1e-06,(FLSF33:1e-06,(FLSF54:1e-06,(CUCA4:1e-06,(FLSA185:1e-06,(BJSB3:0.0104669,TXGR3:1e-06)100:1e-06)100:1e-06)100:0.0043984)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00187429)100:1.30452e-05)100:8.53323e-05)100:0.0024747)100:1e-06)100:1e-06)100:0.00459125)100:8.03638e-05)100:0.000937814)100:0.000669582);"
169,3380000,3480000,10.0,28.0,"(DO:0.00586377,reference:0.00593184,((DU:1e-06,(NI:0.00928385,HE:1e-06)100:0.027441)100:0.00205154,((MXGT4:1e-06,AR:1e-06)100:0.00913283,(CH:1e-06,(BJSL25:0.00667335,((MXED8:1e-06,(HNDA09:0.0714434,FLCK18:1e-06)100:1e-06)100:1e-06,(TXMD3:1e-06,(FLBA140:1e-06,(FLMO62:0.0107324,(FLCK216:1e-06,(FLAB109:1e-06,(FLWO6:1e-06,(SCCU3:1e-06,(CUVN10:1e-06,(FLSF47:1e-06,(MXSA3017:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,(FLSA185:1e-06,(TXGR3:1e-06,(LALC2:0.0160397,FLSF33:1e-06)100:1e-06)100:1e-06)100:0.0115779)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000833874)100:0.00209981)100:1e-06)100:0.00623859)100:0.000789653)100:0.00281779)100:0.00556921)100:0.000943655)100:1e-06)100:1e-06)100:0.00594404);"
170,3400000,3500000,11.0,30.0,"(DO:0.00588028,reference:0.00791903,(((MXGT4:1e-06,AR:1e-06)100:0.00915737,(CH:1e-06,(MXSA3017:1e-06,(FLWO6:1e-06,(DU:1e-06,(NI:0.00935968,HE:1e-06)100:0.0276191)100:1.98388e-06)100:1e-06)100:5.76769e-06)100:0.000100476)100:0.00186055,(FLSF47:1e-06,((CUVN10:1e-06,(BJSL25:0.00488224,SCCU3:1e-06)100:1e-06)100:0.00138501,(FLBA140:1e-06,(TXMD3:1e-06,(FLCK18:1e-06,(MXED8:1e-06,(HNDA09:0.0243336,(EN:0.00595721,(FLAB109:1e-06,(BZBB1:1e-06,(FLSF54:1e-06,(FLCK216:1e-06,(FLMO62:0.00383186,(CRL0001:1e-06,(FLSA185:1e-06,(TXGR3:1e-06,(FLSF33:1e-06,LALC2:0.0164125)100:1e-06)100:1e-06)100:0.00756022)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00545576)100:0.000319893)100:1e-06)100:1e-06)100:0.00360284)100:0.000858808)100:0.010174)100:1e-06)100:0.00171262)100:0.00793176);"
171,3420000,3520000,9.0,30.0,"(DO:0.00613036,reference:0.01195,((AR:1e-06,(NI:1e-06,HE:1e-06)100:0.0306977)100:1e-06,(CUVN10:1e-06,(BJSL25:1e-06,(FLSF47:1e-06,((BJVL19:1e-06,((MXED8:0.00775789,FLCK18:1e-06)100:1e-06,(CRL0001:0.00491073,(TXGR3:1.35968e-05,(BZBB1:1e-06,HNDA09:1e-06)100:0.018624)100:0.00600333)100:1e-06)100:1e-06)100:0.00601715,(EN:0.00596898,(TXMD3:1e-06,(CRL0030:1e-06,(SCCU3:1e-06,(FLSF54:1e-06,(FLWO6:1e-06,(MXSA3017:1e-06,(FLAB109:1e-06,(DU:1e-06,(FLCK216:1e-06,((FLSA185:1e-06,MXGT4:1e-06)100:0.00612846,(CUSV6:1e-06,(FLBA140:1e-06,FLMO62:0.00306392)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00464566)100:0.000756144)100:0.0030136)100:1e-06)100:0.00135763)100:0.00340081)100:0.00138918)100:0.0113045);"
172,3440000,3540000,5.0,25.0,"(BJSL25:1e-06,reference:1e-06,((AR:1e-06,(HE:1e-06,NI:1e-06)100:0.0284581)100:1e-06,(CUVN10:1e-06,((BJVL19:1e-06,((MXED8:0.00795152,FLCK18:1e-06)100:1e-06,(CRL0001:0.00610261,(HNDA09:1e-06,BZBB1:1e-06)100:0.0249033)100:1e-06)100:1e-06)100:0.00771479,(FLCK216:1e-06,(EN:0.00609993,(FLSF54:1e-06,((FLMO62:1e-06,FLSA185:1e-06)100:1e-06,(CUSV6:1e-06,(CRL0030:1e-06,(FLBA140:1e-06,(FLWO6:1e-06,(MXGT4:1e-06,(MXSA3017:1e-06,(TXMD3:1e-06,DU:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00632386)100:0.000202025)100:0.00263294)100:1e-06)100:0.0152838)100:0.019322);"
173,3460000,3560000,6.0,26.0,"(reference:0.0189798,(AR:1e-06,(HE:1e-06,NI:1e-06)100:0.0320754)100:1e-06,(DU:0.0117416,(EN:0.00599854,(BJVL19:1e-06,(TXGR3:1e-06,(FLBA140:1e-06,(FLCK18:1e-06,((CUVN10:1e-06,(FLAB109:0.00573528,MXED8:0.0077748)100:8.77332e-05)100:1e-06,(FLSF54:1e-06,((HNDA09:1e-06,BZBB1:1e-06)100:0.0248125,(FLCK216:1e-06,(MXGT4:1e-06,(CRL0030:1e-06,(FLWO6:1e-06,(CUSV6:1e-06,(MXSA3017:1e-06,(TXMD3:1e-06,(CRL0001:1e-06,(FLMO62:1e-06,FLSA185:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000153982)100:0.00498002)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00156416)100:0.00335426)100:0.0182977);"
174,3480000,3580000,12.0,29.0,"(MXED8:0.0241889,reference:0.0300494,(BJVL19:1e-06,(BJSB3:1e-06,(AR:1e-06,(BJSL25:0.00791705,(EN:0.00841058,((CUSV6:1e-06,(DU:0.000297627,(CUCA4:1e-06,CRL0030:1e-06)100:1e-06)100:1e-06)100:0.0188241,(MXGT4:1e-06,(HNDA09:1e-06,(BZBB1:1e-06,((NI:1e-06,HE:1e-06)100:0.0286766,(FLAB109:0.00574657,(CUVN10:1e-06,(FLSF54:1e-06,(MXSA3017:1e-06,(CRL0001:1e-06,((FLMO62:1e-06,FLSA185:1e-06)100:1e-06,(FLWO6:1e-06,(TXMD3:1e-06,(FLCK216:1e-06,(FLCK18:1e-06,(TXGR3:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00338721)100:0.000324322)100:1e-06)100:0.00399167)100:1e-06)100:1e-06)100:1e-06)100:0.00525513)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00592794)100:1e-06);"
175,3500000,3600000,10.0,27.0,"(reference:0.0252633,((EN:0.0134421,((BJSB3:1e-06,HNDA09:1e-06)100:1e-06,(MXGT4:1e-06,(BJVL19:1e-06,BJSL25:0.00792787)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(AR:1e-06,((HE:1e-06,NI:1e-06)100:0.0311808,(CUSV6:1e-06,(CRL0030:1e-06,CUCA4:1e-06)100:0.0132678)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLAB109:0.00581472,(CUVN10:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,(FLCK216:1e-06,(FLWO6:1e-06,(MXSA3017:1e-06,(FLCK18:1e-06,(TXGR3:1e-06,(FLBA140:1e-06,(FLSA185:1e-06,(TXMD3:1e-06,(DU:0.0048175,FLMO62:1e-06)100:1e-06)100:1e-06)100:0.000997613)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00488169)100:1e-06)100:1e-06)100:1e-06)100:0.0204016);"
176,3520000,3620000,11.0,34.0,"(reference:0.0100631,(HE:1e-06,NI:1e-06)100:0.00552179,(DU:1e-06,(CH:1e-06,(EN:0.013189,((BJSB3:1e-06,(BJSL25:0.00457535,(HNDA09:1e-06,(BJVL19:1e-06,(MXGT4:1e-06,(AR:0.0037809,(CUSV6:1e-06,(CRL0030:1e-06,CUCA4:1e-06)100:0.00883544)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,((FLSF47:1e-06,FLAB109:1e-06)100:0.00563952,(FLSF54:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(FLCK216:1e-06,(TXMD3:1e-06,(BZBB1:1e-06,(FLWO6:1e-06,(DO:1e-06,(FLSF33:1e-06,(LALC2:1e-06,(FLSA185:1e-06,(MXED8:1e-06,(MXSA3017:1e-06,(FLCK18:1e-06,(TXGR3:1e-06,(FLBA140:1e-06,FLMO62:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00369547)100:1e-06)100:1e-06)100:1e-06)100:0.0183464)100:0.00496009)100:0.00508782)100:1e-06)100:1e-06);"
177,3540000,3640000,25.0,36.0,"(DU:0.00379339,reference:0.00412949,((CH:0.00685683,(HE:1e-06,NI:1e-06)100:0.0107964)100:0.00534752,(DO:1e-06,((EN:0.00380913,AR:1e-06)100:0.00191535,(MXED8:1e-06,((HNDA09:1e-06,(BJVL19:1e-06,(MXGT4:0.00161515,(CUCA4:1e-06,(CUSV6:1e-06,CRL0030:1e-06)100:0.00292093)100:0.00433486)100:1e-06)100:1e-06)100:1e-06,(BJSB3:1e-06,((TXMD3:1e-06,(MXSA3017:1e-06,(LALC2:1e-06,(BZBB1:1e-06,(FLSA185:1e-06,(FLSF33:1e-06,(BJSL25:0.00250618,SCCU3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(CUVN10:1e-06,((CRL0001:1e-06,(TXGR3:1e-06,(FLMO62:1e-06,FLBA140:1e-06)100:1e-06)100:0.00317078)100:1e-06,(CUMM5:1e-06,(FLSF54:1e-06,(FLCK18:1e-06,(FLCK216:1e-06,(FLWO6:1e-06,(FLSF47:1e-06,FLAB109:1e-06)100:0.00284881)100:1e-06)100:1e-06)100:1e-06)100:0.00113823)100:5.65423e-06)100:1e-06)100:0.00890215)100:1e-06)100:1e-06)100:0.00248064)100:0.00247794)100:0.0035278)100:0.000613806)100:0.00419071);"
178,3560000,3660000,34.0,36.0,"(DU:0.00453415,reference:0.00473546,((CH:0.00510767,(HE:1e-06,NI:1e-06)100:0.0136705)100:0.00584603,((DO:1e-06,(EN:0.00233922,AR:1e-06)100:0.0014918)100:0.00148505,(MXED8:1e-06,((CUMM5:1e-06,((BJSB3:1e-06,(MXGT4:0.00130997,(BJVL19:1e-06,(TXGR3:1e-06,BJSL25:0.00155251)100:1e-06)100:1e-06)100:0.00155218)100:1e-06,(TXMD3:1e-06,(LALC2:1e-06,(FLSF33:1e-06,(BZBB1:1e-06,(SCCU3:1e-06,(FLMO62:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00530533)100:1e-06)100:0.00102678)100:1.23427e-05,((MXSA3017:1e-06,(CUVN10:1e-06,CRL0001:1e-06)100:1e-06)100:0.0066674,(FLSA185:1e-06,((HNDA09:1e-06,(CRL0030:1e-06,CUSV6:1e-06)100:1e-06)100:0.00323641,(FLCK18:1e-06,(FLCK216:1e-06,(FLWO6:1e-06,(CUCA4:1e-06,(FLSF54:1e-06,(FLSF47:1e-06,FLAB109:1e-06)100:1e-06)100:1e-06)100:0.00263769)100:0.00211675)100:0.000518057)100:0.00132134)100:1e-06)100:0.00311165)100:0.00100593)100:0.00158521)100:0.00160131)100:0.00235977)100:0.00243226);"
179,3580000,3680000,27.0,36.0,"(DU:0.00421724,reference:0.00282436,((CH:0.00486927,(HE:1e-06,NI:1e-06)100:0.01294)100:0.00526319,((DO:1e-06,(EN:0.0018385,AR:0.00140326)100:1e-06)100:0.001387,(MXED8:1e-06,((FLSA185:1e-06,((CUVN10:1e-06,(MXSA3017:1e-06,FLCK18:0.00142129)100:1e-06)100:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,CUSV6:1e-06)100:0.00284299)100:1e-06)100:1e-06)100:0.00140402)100:0.00140636,(TXMD3:1e-06,((BJSB3:1e-06,(TXGR3:1e-06,(BJSL25:1e-06,(BJVL19:1e-06,(MXGT4:0.001404,CUMM5:1e-06)100:1.95375e-05)100:1e-06)100:0.00140066)100:1e-06)100:1e-06,((FLSF33:1e-06,(SCCU3:1e-06,(BZBB1:1e-06,(FLBA140:1e-06,FLMO62:0.00141304)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(LALC2:1e-06,(FLCK216:1e-06,(FLWO6:1e-06,(CUCA4:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,FLSF47:0.0014174)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00273033)100:7.86121e-05)100:1e-06)100:1e-06)100:0.00140631)100:0.0014129)100:0.00143392)100:0.00140377)100:0.00142131);"
180,3600000,3700000,27.0,36.0,"(DU:0.00336095,reference:0.0057228,((CH:0.00480558,(NI:1e-06,HE:1e-06)100:0.0129536)100:0.00538597,((CUMM5:1e-06,(DO:1e-06,(AR:0.00112592,EN:0.00138838)100:1e-06)100:1e-06)100:0.00108941,(MXED8:1e-06,((FLSA185:1e-06,((CUVN10:1e-06,(FLCK18:0.00142426,MXSA3017:1e-06)100:1e-06)100:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,CUSV6:1e-06)100:0.00285188)100:1e-06)100:1e-06)100:0.00140688)100:0.00140803,((TXGR3:1e-06,(BJSB3:1e-06,(BJSL25:1e-06,(BJVL19:1e-06,MXGT4:0.00142683)100:1e-06)100:0.00096461)100:1e-06)100:0.000437287,(TXMD3:1e-06,((FLSF33:1e-06,(FLBA140:1e-06,(BZBB1:1e-06,(SCCU3:1e-06,FLMO62:0.00141696)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(LALC2:1e-06,(FLCK216:1e-06,(FLWO6:1e-06,(CUCA4:1e-06,(FLSF54:1e-06,(FLSF47:0.0014189,FLAB109:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00281166)100:1e-06)100:1e-06)100:1e-06)100:0.00140798)100:0.00141773)100:0.00147302)100:0.00112734)100:0.00114054);"
181,3620000,3720000,26.0,36.0,"(reference:0.0050042,((CH:0.00665256,(NI:1e-06,HE:1e-06)100:0.0157101)100:0.00741008,((CUMM5:1e-06,EN:0.0014091)100:3.11004e-05,(AR:1e-06,(DU:0.00471624,DO:1e-06)100:1e-06)100:1e-06)100:0.00352045)100:1e-06,(MXED8:1e-06,((FLSA185:1e-06,(CUVN10:1e-06,(MXSA3017:1e-06,(FLCK18:0.00196508,(HNDA09:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:0.00430654)100:1e-06)100:1e-06)100:0.00213201)100:0.00212421,((TXGR3:1e-06,(BJSB3:1e-06,(MXGT4:0.00197062,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.00192215)100:1e-06)100:1e-06,(TXMD3:1e-06,((SCCU3:1e-06,(FLSF33:1e-06,(BZBB1:1e-06,(FLBA140:1e-06,(LALC2:1e-06,FLMO62:0.001946)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLCK216:1e-06,(FLSF47:1e-06,(FLAB109:1e-06,(FLWO6:1e-06,(FLSF54:1e-06,CUCA4:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00455086)100:1e-06)100:1e-06)100:0.00227897)100:0.00341469)100:0.00340393);"
182,3640000,3740000,12.0,34.0,"(reference:0.00478905,(AR:1e-06,(EN:1e-06,(DO:1e-06,DU:1e-06)100:1e-06)100:1e-06)100:0.00959389,(MXED8:1e-06,((CH:1e-06,(HE:1e-06,NI:1e-06)100:0.0169021)100:0.00559578,((FLSA185:1e-06,(FLCK18:1e-06,(CRL0030:1e-06,(MXSA3017:1e-06,(HNDA09:1e-06,(CUSV6:1e-06,(CUVN10:1e-06,CRL0001:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00575967)100:0.000605925)100:0.0063169,(BZBB1:1e-06,(FLMO62:1e-06,(FLBA140:1e-06,((TXGR3:1e-06,(BJSB3:1e-06,(MXGT4:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.00558984)100:1e-06)100:1e-06,(TXMD3:1e-06,(FLSF33:1e-06,(SCCU3:1e-06,(FLSF47:1e-06,(LALC2:1e-06,(FLAB109:1e-06,(FLWO6:1e-06,(FLSF54:1e-06,CUCA4:1e-06)100:1e-06)100:0.00633316)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00634452)100:0.000218624)100:1e-06)100:0.00804685);"
183,3660000,3760000,3.0,9.0,
184,3680000,3780000,3.0,15.0,
185,3700000,3800000,18.0,34.0,"(NI:0.0100931,reference:0.001667,(TXMD3:1e-06,(CUSV6:1e-06,(DO:1e-06,((DU:1e-06,(AR:1e-06,EN:1e-06)100:1e-06)100:0.0111827,(CH:1e-06,((SCCU3:1e-06,(HNDA09:1e-06,(CRL0001:1e-06,CUVN10:1e-06)100:1e-06)100:1e-06)100:0.00652188,(FLSA185:1e-06,((MXSA3017:1e-06,(FLSF54:1e-06,(FLCK18:1e-06,HE:0.000564253)100:1e-06)100:0.00704836)100:1e-06,((MXED8:1e-06,(FLSF33:1e-06,(TXGR3:0.0058238,(FLSF47:0.0106866,FLWO6:1e-06)100:0.00275863)100:1e-06)100:0.00228129)100:1e-06,((FLBA140:0.00581428,(MXGT4:0.0116289,(CRL0030:1e-06,(FLMO62:1e-06,BZBB1:0.000592621)100:1e-06)100:1e-06)100:0.00783985)100:1e-06,(LALC2:1e-06,(CUCA4:0.00572304,(BJSL25:1e-06,(BJSB3:1e-06,(BJVL19:1e-06,FLAB109:0.00373831)100:1e-06)100:1e-06)100:0.00342193)100:3.77108e-05)100:0.000293372)100:1e-06)100:0.00222434)100:0.00065226)100:1e-06)100:0.00629157)100:0.00700982)100:1e-06)100:1e-06)100:1e-06)100:0.00025507);"
186,3720000,3820000,18.0,34.0,"(reference:0.0018474,((FLCK18:1e-06,EN:0.00266414)100:0.00556377,(NI:0.00704812,(AR:1e-06,DO:1e-06)100:1e-06)100:0.0104546)100:1e-06,(CH:1e-06,(TXMD3:1e-06,(FLSA185:1e-06,((SCCU3:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,CUVN10:1e-06)100:1e-06)100:1e-06)100:0.00785947,((DU:1e-06,(FLSF54:1e-06,(HE:0.00146254,FLBA140:1e-06)100:0.00110937)100:0.0027146)100:0.00282987,(MXSA3017:1e-06,(CUSV6:1e-06,(LALC2:1e-06,((MXED8:1e-06,(FLSF33:1e-06,(TXGR3:0.00565057,(BJSB3:1e-06,(FLSF47:0.0100951,FLWO6:1e-06)100:3.94237e-05)100:0.00270638)100:1e-06)100:0.00225847)100:1e-06,((BJVL19:1e-06,(FLAB109:0.00371471,BJSL25:1e-06)100:0.00372178)100:1e-06,(CUCA4:0.00557365,(MXGT4:0.0112376,(FLMO62:1e-06,(BZBB1:1e-06,CRL0030:1e-06)100:1e-06)100:0.000115717)100:0.000192798)100:0.00821021)100:1e-06)100:0.00162301)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00771457)100:0.00773556);"
187,3740000,3840000,18.0,34.0,"(reference:0.0018474,((FLCK18:1e-06,EN:0.00266414)100:0.00556377,(NI:0.00704812,(AR:1e-06,DO:1e-06)100:1e-06)100:0.0104546)100:1e-06,(CH:1e-06,(TXMD3:1e-06,(FLSA185:1e-06,((SCCU3:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,CUVN10:1e-06)100:1e-06)100:1e-06)100:0.00785947,((DU:1e-06,(FLSF54:1e-06,(HE:0.00146254,FLBA140:1e-06)100:0.00110937)100:0.0027146)100:0.00282987,(MXSA3017:1e-06,(CUSV6:1e-06,(LALC2:1e-06,((MXED8:1e-06,(FLSF33:1e-06,(TXGR3:0.00565057,(BJSB3:1e-06,(FLSF47:0.0100951,FLWO6:1e-06)100:3.94237e-05)100:0.00270638)100:1e-06)100:0.00225847)100:1e-06,((BJVL19:1e-06,(FLAB109:0.00371471,BJSL25:1e-06)100:0.00372178)100:1e-06,(CUCA4:0.00557365,(MXGT4:0.0112376,(FLMO62:1e-06,(BZBB1:1e-06,CRL0030:1e-06)100:1e-06)100:0.000115717)100:0.000192798)100:0.00821021)100:1e-06)100:0.00162301)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00771457)100:0.00773556);"
188,3760000,3860000,17.0,34.0,"(reference:0.00195084,(DO:1e-06,AR:1e-06)100:0.00988372,(CH:1e-06,((LALC2:1e-06,FLCK18:0.00373088)100:1e-06,(FLSA185:1e-06,(NI:0.00569746,((SCCU3:1e-06,(HNDA09:1e-06,CUVN10:1e-06)100:1e-06)100:0.00515884,((HE:1e-06,(EN:1e-06,(TXMD3:1e-06,(DU:1e-06,(FLSF54:1e-06,FLBA140:1e-06)100:0.00294258)100:1e-06)100:1e-06)100:1e-06)100:0.002315,(MXSA3017:1e-06,(CRL0001:1e-06,(CUSV6:1e-06,((MXED8:1e-06,(BJSB3:1e-06,(FLSF33:1e-06,(TXGR3:0.00564221,(FLSF47:0.010067,FLWO6:1e-06)100:0.00275107)100:1e-06)100:0.00225417)100:5.54068e-06)100:1e-06,((BJVL19:1e-06,(BJSL25:1e-06,FLAB109:0.0037047)100:0.00371277)100:1e-06,(CUCA4:0.00556021,(FLMO62:1e-06,(MXGT4:0.0112079,(BZBB1:1e-06,CRL0030:1e-06)100:1e-06)100:1e-06)100:0.000145276)100:0.00837653)100:1e-06)100:0.00162144)100:1.18644e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00768317)100:0.00770539);"
189,3780000,3880000,18.0,34.0,"(EN:1e-06,reference:0.00031985,(HE:1e-06,((FLSA185:1e-06,(TXMD3:1e-06,(FLBA140:0.0038203,(DU:1e-06,(DO:1e-06,AR:1e-06)100:0.000206818)100:0.00552865)100:0.00293913)100:4.23893e-06)100:0.0027518,(NI:0.00560942,(CH:1e-06,((FLCK216:1e-06,(CUSV6:1e-06,(CRL0030:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,HNDA09:1e-06)100:0.00253712)100:1e-06)100:1e-06)100:1e-06)100:0.00409444,((LALC2:1e-06,(FLCK18:1e-06,FLSF54:1e-06)100:1e-06)100:0.00405459,(MXSA3017:1e-06,(SCCU3:1e-06,((MXED8:1e-06,(FLSF33:1e-06,(TXGR3:0.00564274,(FLSF47:0.010084,FLWO6:1e-06)100:0.00274509)100:1e-06)100:0.00203595)100:1e-06,((BJSL25:1e-06,FLAB109:0.003708)100:0.0037172,(BJVL19:1e-06,(BJSB3:1e-06,(MXGT4:0.0112278,(CUCA4:0.00555767,BZBB1:0.0109442)100:0.000288319)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00168038)100:3.25729e-05)100:1e-06)100:0.00288991)100:0.00573896)100:0.00124573)100:0.00733443)100:0.00178874)100:1e-06);"
190,3800000,3900000,3.0,12.0,
191,3820000,3920000,4.0,17.0,
192,3840000,3940000,4.0,20.0,
193,3860000,3960000,4.0,20.0,
