,start,end,nsnps,nsamplecov,tree
972,19440000,19540000,44.0,36.0,"(reference:0.00533664,(AR:0.00162832,(EN:1e-06,DU:0.000842197)100:3.37484e-06)100:1e-06,(((CH:1e-06,TXWV2:0.0223803)100:0.0042262,(NI:1e-06,HE:1e-06)100:0.0293982)100:0.0102138,(DO:0.00202551,((BZBB1:0.00110741,(HNDA09:1e-06,CUCA4:0.00141355)100:0.00102263)100:0.00310628,((BJSB3:0.0011094,(FLSF47:1e-06,(FLWO6:1e-06,(FLAB109:0.00102105,CUSV6:0.00222505)100:1e-06)100:1e-06)100:1e-06)100:1e-06,((BJSL25:1e-06,BJVL19:0.00284621)100:1e-06,(FLSA185:0.0012099,(CUVN10:1e-06,(CRL0030:1e-06,(TXMD3:1e-06,(MXED8:1e-06,(MXGT4:1e-06,(MXSA3017:1e-06,(FLBA140:1e-06,(CRL0001:0.000943657,(LALC2:1e-06,(TXGR3:1e-06,(FLCK18:1e-06,(SCCU3:1e-06,(FLCK216:1e-06,(FLMO62:0.0013774,(FLSF33:1e-06,FLSF54:0.00102027)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:2.24511e-06)100:0.000929344)100:1e-06)100:1e-06)100:0.00915715)100:1e-06)100:0.000819324);"
973,19460000,19560000,8.0,33.0,"(NI:0.0127866,reference:0.0134926,(AR:1e-06,(DU:1e-06,(DO:1e-06,(CUVN10:1e-06,((EN:1e-06,CH:0.00296702)100:1e-06,(FLWO6:1e-06,(((CUSV6:1e-06,FLSF54:1e-06)100:1e-06,(BJVL19:0.0169047,(MXED8:1e-06,(TXGR3:1e-06,(MXGT4:1e-06,(CUCA4:1e-06,(BZBB1:1e-06,BJSB3:1e-06)100:1e-06)100:1e-06)100:0.00523834)100:1e-06)100:0.000361875)100:1e-06)100:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,(TXMD3:1e-06,(LALC2:1e-06,(FLSF33:1e-06,(BJSL25:1e-06,(FLAB109:1e-06,(FLBA140:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,(CRL0001:1e-06,(FLSA185:1e-06,(MXSA3017:1e-06,(FLCK18:1e-06,SCCU3:1e-06)100:1e-06)100:0.00559728)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00559933)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06);"
974,19480000,19580000,18.0,35.0,"(reference:0.0104822,((CUVN10:1e-06,(DO:1e-06,CH:0.0031188)100:0.00774188)100:1e-06,(EN:1e-06,(DU:1e-06,(AR:1e-06,((NI:1e-06,(HE:1e-06,(MXSA3017:0.00266484,FLCK216:1e-06)100:1e-06)100:1e-06)100:0.0042788,(FLSA185:1e-06,(FLMO62:1e-06,(FLSF33:1e-06,(LALC2:1e-06,(FLBA140:1e-06,(SCCU3:0.00793529,FLCK18:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00101527)100:0.00884093)100:1e-06)100:1e-06)100:0.00170601)100:1e-06,(CUSV6:1e-06,(CRL0001:1e-06,(TXMD3:1e-06,(FLWO6:1e-06,(FLSF47:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,((BJSL25:1e-06,BJVL19:0.00837839)100:1e-06,(TXGR3:1e-06,(MXED8:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,(CUCA4:1e-06,(BZBB1:1e-06,(MXGT4:1e-06,BJSB3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00460692)100:0.00036053)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00417968)100:1e-06)100:0.00461878);"
975,19500000,19600000,23.0,35.0,"(reference:0.00917439,(AR:1e-06,((FLAB109:1e-06,(FLWO6:1e-06,(FLSF47:1e-06,DU:0.00138138)100:7.64544e-06)100:1e-06)100:0.000131648,((NI:1e-06,(FLCK216:1e-06,(MXSA3017:1e-06,HE:1e-06)100:1e-06)100:0.00393758)100:0.00568074,(FLSF33:1e-06,(LALC2:1e-06,(FLMO62:1e-06,(FLCK18:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0146032)100:0.00816865)100:1e-06)100:0.0020002,((CUVN10:1e-06,(DO:1e-06,(CH:1e-06,EN:1e-06)100:0.00546522)100:0.00772496)100:1e-06,(CUSV6:1e-06,(CRL0001:1e-06,(FLSA185:1e-06,(FLSF54:1e-06,(TXMD3:1e-06,((BJSL25:1e-06,BJVL19:0.00867959)100:1e-06,(TXGR3:1e-06,(MXED8:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,(CUCA4:1e-06,(BZBB1:1e-06,(BJSB3:1e-06,MXGT4:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00474924)100:0.000379406)100:1e-06)100:0.00427854)100:1e-06)100:1e-06)100:0.00590093)100:1e-06);"
976,19520000,19620000,47.0,36.0,"(reference:0.00765397,(DO:0.00690532,(EN:0.00265098,(AR:1e-06,DU:0.00132776)100:0.00178912)100:1e-06)100:0.00140849,(((CUVN10:1e-06,(HE:0.00359473,NI:1e-06)100:0.00400528)100:0.00135247,(CH:0.0093479,(MXSA3017:0.00617279,(FLSF33:1e-06,(LALC2:1e-06,(FLCK18:1e-06,(FLMO62:1e-06,(FLCK216:1e-06,(SCCU3:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0105042)100:0.00750097)100:0.00450421)100:0.00133397,(CUSV6:1e-06,(CRL0001:1e-06,(FLSA185:1e-06,(FLAB109:1e-06,(FLSF54:0.00433772,(TXMD3:0.00403158,(FLSF47:1e-06,(FLWO6:1e-06,((BJVL19:0.00385914,BJSL25:1e-06)100:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,(TXWV2:1e-06,((MXGT4:1e-06,BJSB3:1e-06)100:1e-06,(TXGR3:1e-06,(CUCA4:1e-06,(MXED8:1e-06,BZBB1:1e-06)100:1e-06)100:1e-06)100:0.00174872)100:0.000737874)100:1e-06)100:1e-06)100:0.00100941)100:0.00108231)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00121969)100:1e-06)100:1e-06)100:0.00592738)100:0.00512013);"
977,19540000,19640000,47.0,36.0,"(reference:0.00799455,(DO:0.00685613,(EN:0.00262794,(DU:0.00131848,AR:1e-06)100:0.00177881)100:1e-06)100:0.00138392,(((CUVN10:1e-06,(NI:1e-06,HE:0.00356881)100:0.00412828)100:0.00122347,(CH:0.00928577,(MXSA3017:0.00537306,(FLSF33:1e-06,(LALC2:1e-06,(FLCK18:1e-06,(FLCK216:1e-06,(FLMO62:1e-06,(SCCU3:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00871407)100:0.00700528)100:0.00485413)100:0.000387276,((FLSA185:1e-06,(CRL0001:1e-06,CUSV6:1e-06)100:1e-06)100:0.000161438,(FLAB109:1e-06,(FLSF54:0.00320489,(TXMD3:0.00398504,(FLSF47:1e-06,(FLWO6:1e-06,((BJSL25:1e-06,BJVL19:0.00382842)100:1e-06,(CRL0030:1e-06,(HNDA09:1e-06,(TXGR3:1e-06,(TXWV2:1e-06,((BJSB3:1e-06,MXGT4:1e-06)100:1e-06,(CUCA4:1e-06,(BZBB1:1e-06,MXED8:1e-06)100:1e-06)100:0.00173544)100:0.00149579)100:4.3044e-05)100:0.000184592)100:1.64961e-05)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00196812)100:0.00531804)100:0.00579206);"
978,19560000,19660000,88.0,37.0,"(reference:0.0177778,(DO:0.00673706,(EN:0.00245785,(AR:1e-06,DU:0.00422066)100:0.00237594)100:1e-06)100:0.00641779,((MXSA3017:0.0130437,CH:0.0115795)100:0.00595548,((HE:0.00390421,NI:1e-06)100:0.00536085,(CUVN10:1e-06,((FLSF33:1e-06,(LALC2:1e-06,(CUSV6:1e-06,(FLCK216:0.00932592,(FLMO62:1e-06,(FLCK18:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:1e-06)100:0.000262996)100:1e-06)100:0.00798649)100:8.36751e-05)100:0.0023726)100:1e-06,(MXED8:1e-06,(TXWV2:1e-06,(TXGR3:1e-06,(FLSA185:1e-06,(CRL0001:1e-06,(CUCA4:1e-06,(FLWO6:1e-06,(CUMM5:1e-06,(FLSF54:0.00434512,((FLAB109:1e-06,(FLSF47:1e-06,TXMD3:0.00430454)100:0.00152816)100:0.00598513,((BJSL25:1e-06,(BJVL19:1e-06,BJSB3:1e-06)100:1e-06)100:0.00352256,(HNDA09:1e-06,(CRL0030:1e-06,(MXGT4:1e-06,BZBB1:1e-06)100:0.00386148)100:1e-06)100:1e-06)100:7.54079e-05)100:1e-06)100:1e-06)100:1e-06)100:8.32982e-05)100:0.00205507)100:1e-06)100:1e-06)100:1e-06)100:0.00133116)100:0.00165493)100:1e-06)100:0.00705561)100:0.00732207)100:0.00538693);"
979,19580000,19680000,77.0,37.0,"(reference:0.0177695,(EN:0.00244838,(DO:0.00644134,(DU:0.00427166,AR:1e-06)100:0.00145879)100:7.2865e-05)100:0.00740128,((CH:0.0109255,MXSA3017:0.0099197)100:0.00670765,((NI:1e-06,HE:0.00454069)100:0.00636175,((TXWV2:1e-06,(BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:0.000527575)100:1e-06)100:0.00222775,(CRL0030:1e-06,(FLCK18:1e-06,((FLSA185:1e-06,(TXGR3:1e-06,((SCCU3:1e-06,(FLBA140:1e-06,FLMO62:1e-06)100:1e-06)100:0.00731334,(FLSF54:0.00425007,(CUVN10:1e-06,MXED8:1e-06)100:1e-06)100:1e-06)100:4.15784e-05)100:0.00153623)100:1e-06,((FLWO6:1e-06,(FLCK216:0.0113559,(FLAB109:1e-06,(FLSF47:1e-06,TXMD3:0.00420818)100:0.00201185)100:1e-06)100:0.00533275)100:1e-06,(FLSF33:1e-06,(LALC2:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(CUSV6:1e-06,(CUMM5:1e-06,(CUCA4:1e-06,(BZBB1:1e-06,MXGT4:1e-06)100:1e-06)100:1e-06)100:3.60734e-05)100:0.000456899)100:0.000136114)100:1e-06)100:0.0031205)100:1e-06)100:1e-06)100:0.0011132)100:1e-06)100:0.000583289)100:0.00768773)100:0.00803853)100:0.00701217);"
980,19600000,19700000,73.0,37.0,"(reference:0.0207822,(EN:1e-06,(AR:1e-06,(DO:0.00415091,DU:0.00369943)100:0.00401047)100:0.00485023)100:0.00742451,((MXSA3017:0.0100041,CH:0.0127743)100:0.00759109,((NI:1e-06,HE:1e-06)100:0.0100038,((BJSB3:1e-06,(FLCK18:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:0.00103097)100:0.000511675)100:0.00122493,(TXGR3:1e-06,(TXWV2:1e-06,((FLSA185:1e-06,(FLMO62:1e-06,(SCCU3:1e-06,FLBA140:1e-06)100:1e-06)100:0.00623616)100:1e-06,((FLCK216:0.0118216,(FLAB109:1e-06,(TXMD3:0.00440187,FLSF47:1e-06)100:0.00200677)100:1e-06)100:0.0055811,(FLWO6:1e-06,((FLSF54:0.00437071,(CUVN10:1e-06,MXED8:1e-06)100:0.00108967)100:0.000463793,(FLSF33:1e-06,(LALC2:1e-06,(CRL0030:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(CUSV6:1e-06,(CUMM5:1e-06,(CUCA4:1e-06,(MXGT4:1e-06,BZBB1:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.003934)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00193302)100:0.00592384)100:0.00872199)100:0.00773207);"
981,19620000,19720000,61.0,35.0,"(EN:1e-06,reference:0.0147357,(AR:0.0336753,(CH:0.0161366,((HE:1e-06,NI:1e-06)100:0.0224039,(BJSB3:1e-06,(((BJSL25:1e-06,BJVL19:1e-06)100:0.00692001,(CUSV6:1e-06,(DU:1e-06,DO:1e-06)100:0.0168547)100:0.00612476)100:0.00360079,(FLSF33:1e-06,(CUMM5:1e-06,(CUCA4:1e-06,(HNDA09:1e-06,((BZBB1:1e-06,MXGT4:1e-06)100:0.00831858,(MXED8:1e-06,((FLBA140:1e-06,(TXWV2:1e-06,(FLSA185:1e-06,(TXGR3:1e-06,SCCU3:0.00056359)100:1e-06)100:1e-06)100:0.000734127)100:0.00618104,(CRL0001:1e-06,(LALC2:1e-06,(MXSA3017:1e-06,(CRL0030:1e-06,(FLSF54:1e-06,(FLWO6:1e-06,(FLAB109:1e-06,((FLSF47:1e-06,TXMD3:1e-06)100:0.00897812,(CUVN10:1e-06,FLCK216:0.0115983)100:0.00026534)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00456593)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00391403)100:1e-06)100:0.00171943)100:0.00799089)100:0.0133864)100:0.00427472)100:1e-06);"
982,19640000,19740000,71.0,37.0,"(CH:0.0166726,reference:0.0125077,((EN:1e-06,AR:0.0265088)100:1e-06,((HE:1e-06,NI:1e-06)100:0.0224288,((SCCU3:1e-06,(TXWV2:1e-06,FLSA185:1e-06)100:1e-06)100:0.00549687,(((CUSV6:1e-06,(DU:1e-06,DO:1e-06)100:0.0124791)100:0.00708062,(BJSB3:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.0086998)100:0.00260726,(MXED8:1e-06,((CUVN10:0.00679607,(FLSF33:1e-06,(FLSF54:1e-06,(FLWO6:1e-06,(FLAB109:1e-06,(FLCK216:0.0175926,(FLMO62:1e-06,(FLSF47:1e-06,TXMD3:1e-06)100:0.000191346)100:0.0118901)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00473544)100:1e-06,(CRL0001:1e-06,((FLCK18:1e-06,FLBA140:0.00286148)100:1e-06,(LALC2:1e-06,(CUMM5:1e-06,(TXGR3:1e-06,(MXGT4:1e-06,(CUCA4:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,(BZBB1:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00647271)100:1e-06)100:0.00143797)100:1e-06)100:1e-06)100:0.0027849)100:0.00441507)100:0.00522759)100:0.0142318)100:0.00546839);"
983,19660000,19760000,29.0,35.0,"(reference:0.00529517,(FLSA185:1e-06,(TXWV2:1e-06,(NI:1e-06,HE:1e-06)100:0.0120174)100:1e-06)100:0.0111265,((EN:1e-06,(CUSV6:0.00460321,(CH:0.00550218,(BJSB3:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.00129033)100:0.00553513)100:1e-06)100:0.00436548,(MXGT4:1e-06,(DU:0.00697427,(CUVN10:0.0050513,((FLMO62:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,(FLWO6:1e-06,(FLSF33:1e-06,FLSF47:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00455574)100:1e-06,(AR:1e-06,(DO:1e-06,(TXMD3:1e-06,(TXGR3:1e-06,(MXED8:1e-06,(CRL0001:1e-06,(FLCK216:0.00434008,(LALC2:1e-06,((FLCK18:1e-06,(CUCA4:1e-06,FLBA140:0.00227771)100:1e-06)100:1e-06,(CRL0030:1e-06,(HNDA09:1e-06,(BZBB1:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:0.00517536)100:1e-06)100:0.00123184)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000366989)100:1e-06)100:1e-06)100:1e-06)100:0.00358291)100:0.00767114);"
984,19680000,19780000,45.0,36.0,"(reference:0.00869647,((EN:1e-06,(DO:1e-06,AR:1e-06)100:1e-06)100:1e-06,(DU:0.0120895,(CH:0.00985389,(NI:1e-06,HE:1e-06)100:0.0207675)100:0.0135787)100:1e-06)100:0.00293522,(((BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00541399,(TXWV2:1e-06,(FLSA185:1e-06,CUSV6:1e-06)100:1e-06)100:0.0050035)100:0.0031964,((CUVN10:0.0026727,((FLAB109:1e-06,FLSF33:1e-06)100:1e-06,(FLWO6:1e-06,(FLSF54:1e-06,(FLMO62:1e-06,FLSF47:0.00238529)100:1e-06)100:1e-06)100:1e-06)100:0.00254756)100:1e-06,(FLCK216:0.00283225,(CRL0001:1e-06,(MXED8:1e-06,(MXGT4:1e-06,(TXGR3:1e-06,(TXMD3:1e-06,(SCCU3:1e-06,(CUCA4:1e-06,(LALC2:1e-06,((FLCK18:1e-06,FLBA140:0.00127671)100:1e-06,(CRL0030:1e-06,(HNDA09:1e-06,(BZBB1:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:0.0027503)100:1e-06)100:0.000608278)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000412375)100:0.00407098)100:0.00782872);"
985,19700000,19800000,48.0,36.0,"(reference:0.00963081,((CH:0.00745525,(NI:0.0077479,HE:0.00198993)100:0.0182311)100:0.00777537,(DU:0.00979514,(AR:1e-06,(EN:0.000228812,DO:1e-06)100:0.00175799)100:0.0034221)100:1e-06)100:0.00202127,((CUSV6:0.00513481,(BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00537768)100:0.00328186,(CUCA4:1e-06,((CUVN10:0.00266663,((FLSF33:1e-06,FLAB109:1e-06)100:1e-06,(FLWO6:1e-06,(FLSF54:1e-06,(FLMO62:1e-06,(FLSA185:1e-06,FLSF47:1e-06)100:1e-06)100:0.00235229)100:1e-06)100:1e-06)100:0.0025601)100:1e-06,(TXMD3:1e-06,(TXGR3:1e-06,(MXGT4:1e-06,(MXED8:1e-06,(CRL0001:1e-06,(FLCK216:0.00278115,(SCCU3:1e-06,(LALC2:1e-06,((FLCK18:1e-06,(TXWV2:1e-06,FLBA140:0.00126135)100:2.06643e-05)100:1e-06,(CRL0030:1e-06,(HNDA09:1e-06,(BZBB1:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:0.00273489)100:1e-06)100:0.00026812)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000754982)100:0.00408773)100:1e-06)100:0.00693035);"
986,19720000,19820000,40.0,36.0,"(DO:1e-06,reference:0.0100454,((CH:0.00698945,(HE:0.00176022,NI:0.00783839)100:0.0177184)100:0.00713657,((EN:0.00199263,AR:1e-06)100:0.00312501,(DU:0.00859457,(CUCA4:1e-06,((BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00459336,(((SCCU3:1e-06,CUVN10:0.00161659)100:1.52249e-05,((FLAB109:1e-06,FLSF33:1e-06)100:1e-06,(FLWO6:1e-06,(FLSF54:1e-06,(FLMO62:1e-06,(TXWV2:1e-06,(FLSF47:1e-06,(FLSA185:1e-06,CUSV6:1e-06)100:1e-06)100:0.00227313)100:6.9554e-05)100:1e-06)100:1e-06)100:1e-06)100:0.00441663)100:1e-06,(CRL0001:1e-06,(MXED8:1e-06,(MXGT4:1e-06,(TXMD3:1e-06,(TXGR3:1e-06,(FLCK216:0.00323393,((FLBA140:1e-06,(LALC2:1e-06,FLCK18:1e-06)100:1e-06)100:1e-06,(HNDA09:1e-06,(BZBB1:1e-06,(CRL0030:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:0.00307958)100:0.00043077)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00108435)100:1e-06)100:1e-06)100:0.00726361)100:0.00854945)100:1e-06)100:1e-06);"
987,19740000,19840000,40.0,36.0,"(reference:0.0135758,(CH:0.00528178,(NI:0.00800733,HE:0.0017565)100:0.0182521)100:0.00555997,(DO:1e-06,(AR:1e-06,((DU:0.00594084,EN:0.00236348)100:0.000407451,((BJSL25:0.00190814,BJVL19:1e-06)100:1e-06,(BJSB3:1e-06,(FLBA140:1e-06,((FLWO6:1e-06,(TXWV2:1e-06,(FLMO62:1e-06,(FLSF47:1e-06,(FLSA185:1e-06,CUSV6:1e-06)100:1e-06)100:0.00192425)100:1e-06)100:1e-06)100:1e-06,(MXGT4:1e-06,(CRL0001:1e-06,((CUVN10:1e-06,(BZBB1:1e-06,(FLSF54:1e-06,(CUCA4:1e-06,(FLCK18:1e-06,FLSF33:1e-06)100:0.00334366)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLAB109:1e-06,(TXMD3:1e-06,(TXGR3:1e-06,(LALC2:1e-06,(MXSA3017:1e-06,(MXED8:1e-06,(HNDA09:1e-06,(FLCK216:0.0032833,(CRL0030:0.00140493,SCCU3:1e-06)100:2.38066e-05)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00942175)100:0.00638294)100:0.00933129)100:1e-06);"
988,19760000,19860000,39.0,35.0,"(DO:1e-06,reference:0.0108755,((CH:0.00545938,(HE:0.00193248,NI:0.00652421)100:0.0165008)100:0.00508311,(AR:1e-06,((DU:0.00453631,EN:0.00360529)100:1e-06,(BJSL25:0.00371265,(FLMO62:1e-06,((CUSV6:1e-06,(FLSA185:1e-06,FLSF47:1e-06)100:1e-06)100:0.0016215,((MXSA3017:1e-06,(CRL0030:0.00421959,HNDA09:1e-06)100:1e-06)100:1e-06,(FLCK216:1e-06,(BZBB1:1e-06,(BJSB3:1e-06,(LALC2:1e-06,(FLWO6:1e-06,(TXMD3:1e-06,(SCCU3:1e-06,(CUVN10:1e-06,(MXGT4:1e-06,(MXED8:1e-06,(FLAB109:1e-06,(CRL0001:1e-06,(TXGR3:1e-06,((FLSF54:1e-06,CUCA4:1e-06)100:0.00441462,(FLBA140:1e-06,(BJVL19:1e-06,(FLCK18:1e-06,FLSF33:1e-06)100:0.00294588)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00164722)100:1e-06)100:1e-06)100:1e-06)100:0.00601079)100:0.00581335)100:0.00873934)100:0.00188975);"
989,19780000,19880000,23.0,33.0,"(DO:1e-06,reference:0.00608639,((HE:0.00383815,NI:0.00918253)100:0.0118888,(CH:0.00242752,(FLCK18:1e-06,(MXSA3017:1e-06,(AR:1e-06,(HNDA09:1e-06,(CUSV6:1e-06,((EN:0.00565271,CRL0030:0.00846141)100:1e-06,(FLMO62:1e-06,(BJSL25:0.00553197,(TXMD3:1e-06,(LALC2:1e-06,(SCCU3:1e-06,(BZBB1:1e-06,(MXGT4:1e-06,(CUVN10:1e-06,(FLWO6:1e-06,(BJSB3:1e-06,(DU:1e-06,(CRL0001:1e-06,(FLSF47:1e-06,(FLAB109:1e-06,((MXED8:1e-06,(CUCA4:1e-06,FLSF54:1e-06)100:1e-06)100:0.00751301,(FLBA140:1e-06,(BJVL19:1e-06,(TXGR3:1e-06,FLSF33:0.00297289)100:9.51201e-05)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00416559)100:1e-06)100:1e-06)100:0.00604442)100:1e-06)100:1e-06)100:0.00801449)100:0.00103748)100:1e-06)100:0.00293905)100:0.00619196);"
990,19800000,19900000,20.0,33.0,"(DO:1e-06,reference:0.00526824,((HE:1e-06,NI:1e-06)100:0.0163224,((FLCK18:1e-06,CH:0.00212441)100:1e-06,(AR:1e-06,(HNDA09:1e-06,(CUSV6:1e-06,(MXSA3017:1e-06,((FLMO62:1e-06,(BJSL25:0.00554952,CRL0030:0.00843946)100:1e-06)100:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,(EN:0.00557232,(MXED8:1e-06,(SCCU3:1e-06,(TXGR3:1e-06,(DU:1e-06,(CUVN10:1e-06,(MXGT4:1e-06,(BJSB3:1e-06,(FLWO6:1e-06,(CUCA4:1e-06,(FLSF47:1e-06,(FLAB109:1e-06,(FLSF54:0.00574015,(FLBA140:1e-06,(BJVL19:1e-06,(TXMD3:1e-06,(LALC2:1e-06,FLSF33:0.00279686)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1.35198e-05)100:0.00275085)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00809058)100:0.0089732)100:0.00739125)100:0.00514948);"
991,19820000,19920000,38.0,37.0,"(DO:0.0031509,reference:0.0121716,(FLCK18:1e-06,(CH:0.0107066,(AR:1e-06,(MXGT4:0.00324266,((HE:0.00428179,NI:0.00764828)100:0.00792274,((FLMO62:1e-06,(FLAB109:1e-06,(CUSV6:1e-06,((CRL0001:1e-06,(BZBB1:1e-06,(CRL0030:0.00366966,CUVN10:1e-06)100:1e-06)100:1e-06)100:1e-06,(MXSA3017:1e-06,(HNDA09:1e-06,(CUMM5:1e-06,(BJSL25:0.000627461,MXED8:0.0027518)100:1e-06)100:0.00250819)100:1e-06)100:1e-06)100:0.00022441)100:1.20182e-06)100:0.000689542)100:1e-06,(FLSA185:1e-06,(EN:0.00560288,(FLWO6:1e-06,(BJSB3:1e-06,(CUCA4:1e-06,(FLSF47:1e-06,(BJVL19:1e-06,(TXWV2:1e-06,(SCCU3:1e-06,(TXMD3:1e-06,(LALC2:1e-06,(TXGR3:1e-06,((DU:1e-06,FLSF54:0.00420063)100:1e-06,(FLBA140:1e-06,(FLCK216:1e-06,FLSF33:0.00139559)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00106819)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00106718)100:0.00446267)100:0.00156843)100:0.00246915)100:0.0024891)100:1e-06)100:0.00333486);"
